ensembl_gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,hgnc_symbol,ihwP
ENSG00000000003,52.662018824644555,0.3902128976788066,0.539107517141888,0.32841327175913565,0.5416357334721598,TSPAN6,0.6367757839841309
ENSG00000000005,3.684820802211404,0.23418743643916753,0.9781589622710913,0.09987671259085423,NA,TNMD,1
ENSG00000000419,151.170429652523,-0.691807308687441,0.6125555086470128,0.19482885999061,0.407809470978936,DPM1,0.4399113939221332
ENSG00000000457,63.35121608515264,-0.45469704277504347,0.5991933593937181,0.27679792883394955,0.4927851364842351,SCYL3,0.4964707111200346
ENSG00000000460,47.77298354328951,0.7294825535299612,0.6755321586778112,0.22579450717174093,0.44065762656883417,C1orf112,0.46913118290979333
ENSG00000000938,6220.002325091513,0.1317506570298935,0.5706717791733582,0.7476183402909389,0.855713052281208,FGR,0.7834510260713508
ENSG00000000971,36.622455291400186,1.4830738688769587,0.8415472379731624,0.021308081737267007,0.1567744734517684,CFH,0.157987870020163
ENSG00000001036,217.435040203765,0.11204996112689651,0.40898459909823515,0.7250058953430585,0.8411751207137246,FUCA2,1
ENSG00000001084,296.1289088576431,0.272268192928846,0.5536259720322388,0.6676697838395371,0.8037365205732432,GCLC,0.740029943170115
ENSG00000001167,176.2883405858831,-1.1218890566657107,0.5922717676852387,0.02290039730471743,0.16135294579653234,NFYA,0.16477525282314515
ENSG00000001460,53.61442651951527,0.8553344636711379,0.6101704463740624,0.06467077755095518,0.24442181938775265,STPG1,0.24138576838386103
ENSG00000001461,107.66440376658915,0.6404431511848436,0.5553485293981477,0.18253029599582105,0.3942784274740383,NIPAL3,0.5313978522453177
ENSG00000001497,36.987242163142405,0.1979623238725342,0.6069693128545389,0.6714317302686654,0.8062895510073296,LAS1L,0.7220688216119273
ENSG00000001561,51.562103323277924,-0.32976194432166644,0.6899576444803457,0.5847591251780235,0.7469978735701801,ENPP4,0.8783153261747936
ENSG00000001617,33.04223177964429,1.170780769168171,0.9021855473074979,0.042027587108600585,0.20290862556984615,SEMA3F,0.18463968223559724
ENSG00000001626,814.9441771277732,0.4160421202561202,0.4936544227992191,0.35501751326863407,0.5664446027342145,CFTR,0.5320424284278547
ENSG00000001629,234.4845857396426,-0.0683017548926668,0.494801861470118,0.7779142490677569,0.8741672946938632,ANKIB1,1
ENSG00000001630,92.80087906225516,-0.19500642599938325,0.519835507599545,0.7062752352589927,0.8293161126038555,CYP51A1,0.8924673026062196
ENSG00000001631,161.5368055948738,0.5711990238347905,0.4126644931974056,0.1820195778602759,0.39363259468291767,KRIT1,0.5306924967976963
ENSG00000002016,70.78072797598688,-0.3217721767594958,0.5074298943555388,0.34725802533379124,0.5592868819665995,RAD52,0.5536055560224044
ENSG00000002330,95.94760449056696,-0.26305653535503454,0.5629739004834593,0.6069972053287267,0.7618562222878903,BAD,0.8973670801345721
ENSG00000002549,543.4789662511008,0.3553745710278136,0.531186738708667,0.5349850090856535,0.7103464510185276,LAP3,0.6213569372777368
ENSG00000002586,658.0590963100442,0.11248694969437918,0.4650502101609397,0.7923267702370579,0.882957287303943,CD99,0.6450945456741213
ENSG00000002587,43.63274637865764,0.36793485496132783,0.603535558361668,0.42153172124644744,0.6210959734975436,HS3ST1,0.65770715181527994
ENSG00000002726,23.579896993162738,0.03719166071060964,0.733074330124794,NA,NA,AOC1,NA
ENSG00000002745,2.84125283067844,2.3803767620322533,1.5970103251690766,0.04267941431094851,NA,WNT16,1
ENSG00000002746,42.81020458951454,1.5083118671761222,1.129338601412988,0.020979914474209195,0.15601158048068411,HECW1,0.14098417350375886
ENSG00000002822,271.88492188107773,1.2214529957579339,0.5496525640502499,0.009872418196480971,0.11761542172746112,MAD1L1,0.11929024201374742
ENSG00000002834,1341.4693818415894,0.49334635236118285,0.47574900161057737,0.22615590182263848,0.4409518285822958,LASP1,0.34729955288789005
ENSG00000002919,217.3946285296436,0.45723582763488735,0.35084414865695945,0.14611941546578633,0.35101535469601025,SNX11,0.3713511882329736
ENSG00000002933,145.23728502775475,0.4942837877863113,0.5619957787971402,0.3306958258586877,0.5441118070116575,TMEM176A,0.5747313016582186
ENSG00000003056,896.4899715412718,-0.9063622288833091,0.47335244360440937,0.017647668116001814,0.14685015880413937,M6PR,0.11988718820987965
ENSG00000003096,3.791269883226603,0.6129549432930893,0.952473455606419,0.212186451945903,NA,KLHL13,1
ENSG00000003137,7.780117200930099,0.2833627564692864,0.9087517004167431,0.6262134104374869,0.7758683010610921,CYP26B1,1
ENSG00000003147,124.67443609267592,0.7391968718815273,0.5928199530599868,0.08534445913461775,0.27438446529694843,ICA1,0.35387717808103003
ENSG00000003249,12.057124609345008,2.2126615835140546,1.111320423934341,0.0038402484033185436,0.08134332457439908,DBNDD1,0.08030756099720139
ENSG00000003393,113.13091102297716,-0.13887623327107235,0.4139592258786149,0.719486378222158,0.8381279102212457,ALS2,0.9020189352012759
ENSG00000003400,211.49431333428583,0.6488427811195295,0.42320203744991136,0.11314040517664048,0.31179711939331584,CASP10,0.35617074517946423
ENSG00000003402,7409.552809150106,-0.2435230763753618,0.43477302589536726,0.583976992671303,0.7467835589699708,CFLAR,0.576652528359235
ENSG00000003436,373.0960729664291,0.9390779669323397,0.56291622224339,0.0515538004677524,0.2207133988055875,TFPI,0.2094630284339234
ENSG00000003509,90.49990263108747,-0.31321899608555737,0.5618516400053805,0.5068885674777536,0.6896722182954591,NDUFAF7,0.7400193705656354
ENSG00000003756,1312.7677677667625,-0.5189410005646466,0.3501355238240483,0.10362122936556022,0.29885429210340986,RBM5,0.28325835801092847
ENSG00000003987,29.938936086257335,0.848880754248157,0.8523506689859396,0.2025370902119635,0.41688837538778245,MTMR7,0.43539936391347145
ENSG00000003989,17.08582185896927,0.15416181755116232,0.7427597613607988,0.5575910118155869,0.7277958541739981,SLC7A2,0.7540362419535327
ENSG00000004059,357.2205631099722,-0.10918870727224078,0.4922792462566939,0.9126176066224629,0.953198004311169,ARF5,0.8983648143734528
ENSG00000004139,34.75453596844846,0.5453491964609134,0.5422397618713665,0.1998165028370836,0.4138477058269085,SARM1,0.36990668792208464
ENSG00000004142,75.51319641350653,-0.1266864949667477,0.3709047246571757,0.6786068071440627,0.8116179358078037,POLDIP2,0.8555710844720362
ENSG00000004399,622.6126779608934,-0.03413215437773046,0.5486300120924856,0.9117851093831089,0.9530066270960108,PLXND1,0.8816658651690642
ENSG00000004455,394.13950231075336,0.4976262285832435,0.48022433284245125,0.18834320108326935,0.4004840432696088,AK2,0.37762656183344484
ENSG00000004468,117.20025400531118,1.823941354096207,0.5666308218412068,4.146684242988685e-4,0.03243856653846891,CD38,0.03624939789122053
ENSG00000004478,388.51921270605254,0.2599238158432851,0.6476230043709421,0.689756775409583,0.818775282829194,FKBP4,0.7500599825466479
ENSG00000004487,51.340944077897895,0.17685610814456254,0.4846278597018535,0.7210796412841336,0.8390030551190545,KDM1A,1
ENSG00000004534,294.4112384646209,0.07226221251547744,0.36659938353591054,0.8425320661931074,0.9132102140053148,RBM6,0.9812472277016654
ENSG00000004660,104.93152110525202,-0.6488701590791299,0.46745361205557157,0.1155385061685243,0.31467415968200985,CAMKK1,0.33417260306502145
ENSG00000004700,93.82554212881409,-0.6445447304685314,0.6446191786316035,0.18612648517014715,0.39804719429674723,RECQL,0.40071113858376245
ENSG00000004766,97.39218534928392,0.1356261954163813,0.5805567419184936,0.8095149589859767,0.8932154395669153,VPS50,1
ENSG00000004776,7.089286838757007,1.5430169706186732,1.386573239478346,0.02578907499800485,0.16735891709177522,HSPB6,1
ENSG00000004777,97.86659030467908,2.2232006369210904,0.9124177317116434,0.0014474612109556348,0.0527022628007395,ARHGAP33,0.06522973444886566
ENSG00000004779,92.38954117767244,0.14281983768277132,0.45162081862932285,0.7840366687973519,0.877805543455842,NDUFAB1,0.88027240669946
ENSG00000004799,62.853228223021844,1.0897012011155045,0.7480887564899961,0.05638171159365321,0.2300446927396764,PDK4,0.25876032760112466
ENSG00000004809,36.971053742420295,0.12464501907687425,0.6755718447268256,0.8646948184281038,0.9259899377067564,SLC22A16,0.9808078089682128
ENSG00000004838,121.32254852132498,0.5121356770498977,0.6410358173163844,0.2032715874432452,0.4175893947969528,ZMYND10,0.45065392165191287
ENSG00000004846,28.550322197425135,0.8526507521027451,0.776669344893598,0.08808529600248989,0.2778291112637416,ABCB5,0.22927377121757828
ENSG00000004848,12.791458325058109,0.7838549424262503,0.9332339362976434,NA,NA,ARX,NA
ENSG00000004864,1391.2584786192317,-2.026739255596429,0.7744107039514231,4.188426123697913e-4,0.03260369931363272,SLC25A13,0.029131258508137
ENSG00000004866,59.64170535321088,0.2720637290187322,0.6206783371093096,0.6774380298339164,0.8112212600360372,ST7,0.9635836306154739
ENSG00000004897,280.39028074783283,-0.07986723862859037,0.5335806291449279,0.8507719570075184,0.9182363543906022,CDC27,1
ENSG00000004939,49.76463153936115,0.7282512614472136,0.7409951551604184,0.18701317029714828,0.39902540062591646,SLC4A1,0.5767377407431916
ENSG00000004948,2.1435860064026238,0.21192509722027422,0.9961772271977802,0.2089798211978088,NA,CALCR,1
ENSG00000004961,26.087654321461933,-0.41878698248469964,0.618649217856246,0.2863104829310527,0.5008056510157732,HCCS,0.4482783765406619
ENSG00000004975,213.32731525785704,0.2636729767209728,0.5558562568044214,0.6876516459957827,0.8171972106509255,DVL2,0.751217899909718
ENSG00000005001,180.0260989439927,1.1705492475967443,0.8352685439562839,0.06126487637629724,0.23927522899116385,PRSS22,0.30084098495445694
ENSG00000005007,381.8140702749915,0.09757595699336157,0.38909142046689676,0.7482152662534479,0.8560163363261646,UPF1,0.7863659211569537
ENSG00000005020,1152.5436165672265,-1.336582706644727,0.5795820634450932,0.008251110045919607,0.10855709301463304,SKAP2,0.1003828913485081
ENSG00000005022,316.48903166237045,-0.5009206348335307,0.41956148620908057,0.14609444955724232,0.3510087413567801,SLC25A5,0.4134758357587041
ENSG00000005059,100.44268489906051,-0.006158945498062442,0.5457897973948912,0.9814578480323104,0.9905441662418102,MCUB,1
ENSG00000005073,2.8128710595995807,0.30456337576631015,1.0096362232199259,0.11577207307734723,NA,HOXA11,1
ENSG00000005075,119.1983523038961,-0.5837013716858611,0.4107668969185315,0.11558869034687065,0.31469136583845175,POLR2J,0.32939712619436395
ENSG00000005100,29.07011619795962,-5.28828211857717e-4,0.5847398633385401,0.9413303188692935,0.9683550353995557,DHX33,1
ENSG00000005102,6.130852440476229,0.4720828785911822,0.9856366345522413,NA,NA,MEOX1,NA
ENSG00000005108,3.6247702489444653,0.47127906390446594,0.9075160777105433,0.28582989343610965,NA,THSD7A,1
ENSG00000005156,184.30669100410836,-0.31877134409718494,0.46368515145727823,0.38067944009394805,0.587622986457416,LIG3,0.7325740324918991
ENSG00000005175,117.27141990977564,0.6779312150187232,0.4716999430633975,0.11858082362836873,0.3184655413474016,RPAP3,0.4455870732139148
ENSG00000005187,366.36287747096236,-0.06442559377876195,0.3776281427747302,0.8118246539263676,0.8943412330650722,ACSM3,0.8378977528183323
ENSG00000005189,65.12733382329992,-0.17722116010314012,0.6666964780359554,0.6846459573997249,0.8154219166126246,REXO5,0.8606475060908232
ENSG00000005194,99.56421616064411,0.6219968570840125,0.6975194650363566,NA,NA,CIAPIN1,NA
ENSG00000005206,221.08367777342386,1.430719579000585,0.575960383046836,0.004550080348841249,0.08779575312066779,SPPL2B,0.09547166052922197
ENSG00000005238,293.5285087242633,0.009125245871925782,0.5038264472582092,0.911480066252798,0.9529712853597138,FAM214B,1
ENSG00000005243,13.468876733149612,0.9888433389153621,1.0638744238724782,0.11267783684678274,0.3111191993452492,COPZ2,0.30465595442171506
ENSG00000005249,12.584243010709622,0.49846857814005313,0.7840125048468932,0.43640776526907904,0.6315702451490052,PRKAR2B,0.6289329604583201
ENSG00000005302,481.9498964518224,-0.33012061682497246,0.46293231864104056,0.5101210726515465,0.692222686993537,MSL3,0.6363690719308096
ENSG00000005339,2506.560585729255,-0.5824973423078611,0.42621307032925176,0.12959569204303548,0.3321370255029991,CREBBP,0.31390721213187744
ENSG00000005379,181.73945497182396,0.32892678938523784,0.5518921439847944,0.5172179986129521,0.697532481838779,TSPOAP1,0.74752759755899
