ensembl_gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,hgnc_symbol,ihwP
ENSG00000000003,52.662018824644555,0.21050885652771273,0.4494195851749649,0.46217794157055037,0.7845668549033865,TSPAN6,1
ENSG00000000005,3.684820802211404,0.20401122153153198,0.9627939162473761,0.0673661477324788,NA,TNMD,1
ENSG00000000419,151.170429652523,0.36261014546115145,0.46221589385301215,0.4465293484345297,0.7759800892463451,DPM1,1
ENSG00000000457,63.35121608515264,-0.36963576645457774,0.4811692200495709,0.2940728533349867,0.666016698723896,SCYL3,1
ENSG00000000460,47.77298354328951,0.2704210144480304,0.5469364291852445,0.5892397026447755,0.8533753338639,C1orf112,1
ENSG00000000938,6220.002325091513,0.5242602937209597,0.48673961068323995,0.23367280240433091,0.6142172961321349,FGR,0.43489558799444533
ENSG00000000971,36.622455291400186,0.11880382727596189,0.6131950050255641,0.5318214623418938,NA,CFH,1
ENSG00000001036,217.435040203765,-0.11653953197554312,0.3357746414922968,0.7987639485770013,0.9377236015975885,FUCA2,1
ENSG00000001084,296.1289088576431,-1.0905919679700746,0.5062413326580664,0.0209883075506644,0.21565383325785406,GCLC,0.28355745377092006
ENSG00000001167,176.2883405858831,0.4632170755610468,0.4248658133155972,0.3533052051427219,0.7115569542009441,NFYA,0.9946790372756964
ENSG00000001460,53.61442651951527,0.3999150582183275,0.49303003271986306,0.21458651947510876,0.5950285294449741,STPG1,1
ENSG00000001461,107.66440376658915,-0.17651495458011973,0.45199306602320993,0.8191316110576469,0.9451939736120936,NIPAL3,1
ENSG00000001497,36.987242163142405,-0.6342635045301522,0.5583315236385695,0.27737502783924173,NA,LAS1L,1
ENSG00000001561,51.562103323277924,0.11898993393700091,0.5553420481682518,0.8237444371216355,0.9476813397486574,ENPP4,1
ENSG00000001617,33.04223177964429,0.060503279165192866,0.6674471868592329,0.4551452735469601,NA,SEMA3F,1
ENSG00000001626,814.9441771277732,0.10621251238859603,0.40204138715183835,0.7376827083677301,0.91760318888528,CFTR,0.7067077927461427
ENSG00000001629,234.4845857396426,-0.20504588191891132,0.40857958453101784,0.5168188155733182,0.8162352663308613,ANKIB1,1
ENSG00000001630,92.80087906225516,-0.12997504038141242,0.4249315238515797,0.7917945900317762,0.9358950144042014,CYP51A1,1
ENSG00000001631,161.5368055948738,-0.7302285973471291,0.34511844901705657,0.02646180298776729,0.24788170666774695,KRIT1,0.31517152658348974
ENSG00000002016,70.78072797598688,-0.7554188247015639,0.4264230551188448,0.037919694866872626,0.29003153019722616,RAD52,0.48646700336508625
ENSG00000002330,95.94760449056696,-0.03629565459300403,0.4561719089977034,0.9342254518550925,0.9831672575004309,BAD,1
ENSG00000002549,543.4789662511008,-1.0483890041381048,0.4731471648716753,0.0191975235280593,0.20464837909004194,LAP3,0.16772829630709118
ENSG00000002586,658.0590963100442,-1.057480587208141,0.4065596793451086,0.008448526188001796,0.13483426352733646,CD99,0.10752864964983747
ENSG00000002587,43.63274637865764,-0.41310493992919006,0.5314921700706755,0.5454122713854015,NA,HS3ST1,1
ENSG00000002726,23.579896993162738,-0.25002541447182036,0.6682468305739658,NA,NA,AOC1,NA
ENSG00000002745,2.84125283067844,-0.18205289437518876,0.9008476404449342,0.8341526433026631,NA,WNT16,1
ENSG00000002746,42.81020458951454,0.17225755385316982,0.7587137759448803,0.27179183248065253,NA,HECW1,1
ENSG00000002822,271.88492188107773,-0.34081234778699604,0.43326297087846044,0.5879233005279672,0.8527521319271383,MAD1L1,1
ENSG00000002834,1341.4693818415894,0.07560000672666443,0.38589775155924544,0.7111392919518089,0.9067881694191423,LASP1,0.8329468414441324
ENSG00000002919,217.3946285296436,0.15215269434061285,0.28491546721226885,0.48464995254113397,0.7998508071768837,SNX11,1
ENSG00000002933,145.23728502775475,-0.16063790165904762,0.4643985543057821,0.7864767747573309,0.9347539938024375,TMEM176A,1
